Date,USDINR_Spot,EURINR_Spot,USDINR_Futures,EURINR_Futures,VIX
2015-01-30,62.02,70.0115,62.23,70.62,20.97
2015-02-02,61.719,70.0015,62.12,70.39,19.43
2015-02-03,61.596,70.718,61.99,70.34,17.33
2015-02-04,61.842,70.169,62.04,70.96,18.33
2015-02-05,61.709,70.823,61.97,70.84,16.85
2015-02-06,61.97,70.122,61.93,70.81,17.29
2015-02-09,62.149,70.3805,62.38,70.55,18.55
2015-02-10,62.327,70.5605,62.35,70.33,17.23
2015-02-11,62.382,70.7005,62.44,70.57,16.96
2015-02-12,62.15,70.8695,62.41,70.75,15.34
2015-02-13,62.076,70.6765,62.3,71.09,14.69
2015-02-16,62.105,70.517,62.28,71.11,14.69
2015-02-18,62.057,70.729,62.39,70.96,15.45
2015-02-20,62.109,70.683,62.28,70.55,14.3
2015-02-23,62.163,70.446,62.33,70.42,14.56
2015-02-24,62.17,70.507,62.26,70.46,13.69
2015-02-25,61.862,70.2845,62.05,70.43,13.84
2015-02-26,61.731,69.126,62.12,70.52,13.91
2015-02-27,61.659,69.0305,62.22,69.91,13.34
2015-03-02,61.862,69.1895,62.27,69.93,13.04
2015-03-03,61.819,69.0885,62.27,69.56,13.86
2015-03-04,62.309,69.0325,62.54,69.62,14.23
2015-03-05,62.381,68.8095,62.48,69.1,14.04
2015-03-09,62.634,67.973,62.83,68.39,15.06
2015-03-10,62.72,67.098,63.0,67.76,16.69
2015-03-11,62.781,66.215,63.07,66.7,16.87
2015-03-12,62.542,66.517,62.74,66.69,15.42
2015-03-13,63.083,66.2065,63.2,66.96,16.0
2015-03-16,62.78,66.3495,63.02,66.43,15.61
2015-03-17,62.623,66.3715,62.89,66.75,15.66
2015-03-18,62.701,68.134,62.88,66.81,13.97
2015-03-19,62.49,66.614,62.65,67.01,14.07
2015-03-20,62.41,67.54,62.55,66.88,13.02
2015-03-23,62.23,68.12,62.37,67.84,13.41
2015-03-24,62.348,68.1245,62.33,68.45,13.62
2015-03-25,62.412,68.4755,62.41,68.57,15.44
2015-03-26,62.836,68.3905,62.73,69.03,15.8
2015-03-27,62.523,68.078,62.61,68.15,15.07
2015-03-30,62.51,67.717,63.0,68.25,14.51
2015-03-31,62.291,66.845,62.83,67.53,15.29
2015-04-06,62.207,67.9525,62.49,68.69,14.74
2015-04-07,62.296,67.37,62.55,67.96,14.78
2015-04-08,62.192,67.051,62.51,67.94,13.98
2015-04-09,62.306,66.415,62.46,67.27,13.09
2015-04-10,62.276,66.037,62.52,66.19,12.58
2015-04-13,62.407,65.948,62.71,66.03,13.94
2015-04-15,62.36,66.641,62.56,66.28,12.84
2015-04-16,62.317,67.063,62.42,66.97,12.6
2015-04-17,62.55,67.598,62.47,67.49,13.89
2015-04-20,63.137,67.8065,63.02,67.66,13.3
2015-04-21,62.854,67.4775,62.97,67.28,13.25
2015-04-22,62.98,67.556,62.94,67.77,12.71
2015-04-23,63.277,68.5065,63.36,68.04,12.48
2015-04-24,63.662,69.2265,63.61,68.86,12.29
2015-04-27,63.346,68.9745,63.51,68.84,13.12
2015-04-28,63.053,69.2425,63.33,68.93,12.41
2015-04-29,63.46,70.6405,63.66,69.99,13.39
2015-04-30,63.529,71.309,63.8,71.3,14.55
2015-05-05,63.369,70.8845,63.75,70.94,14.31
2015-05-06,63.621,72.228,63.84,71.66,15.15
2015-05-07,64.073,72.1875,64.48,73.01,15.13
2015-05-08,63.711,71.385,64.19,71.97,12.86
2015-05-11,64.007,71.4,64.09,71.41,13.85
2015-05-12,64.147,71.9375,64.37,72.38,13.86
2015-05-13,64.013,72.703,64.19,72.02,13.76
2015-05-14,63.383,72.32,63.78,72.84,12.74
2015-05-15,63.44,72.655,63.65,72.25,12.38
2015-05-18,63.708,72.089,63.82,72.79,12.73
2015-05-19,63.763,71.093,63.77,71.38,12.85
2015-05-20,63.598,70.5495,63.94,70.96,12.88
2015-05-21,63.58,70.653,63.69,71.02,12.11
2015-05-22,63.49,69.95,63.56,70.99,12.13
2015-05-25,63.496,69.703,63.58,69.76,12.13
2015-05-26,63.972,69.56,63.98,69.82,14.06
2015-05-27,63.826,69.6025,63.95,69.86,13.27
2015-05-28,63.763,69.8175,64.17,69.95,13.31
2015-05-29,63.743,70.041,64.2,70.38,13.84
2015-06-01,63.594,69.492,64.06,69.93,13.97
2015-06-02,63.689,71.042,64.16,70.83,14.24
2015-06-03,63.997,72.1405,64.23,71.38,13.66
2015-06-04,63.964,71.886,64.28,72.94,14.71
2015-06-05,63.77,70.867,64.05,71.87,14.21
2015-06-08,63.947,72.202,64.35,71.67,15.29
2015-06-09,64.01,72.2255,64.16,72.31,14.47
2015-06-10,63.766,72.225,64.07,72.23,13.22
2015-06-11,63.959,72.0055,64.16,72.23,12.85
2015-06-12,64.1,72.237,64.27,71.86,13.78
2015-06-15,64.085,72.3095,64.29,72.05,15.39
2015-06-16,64.166,72.1705,64.42,72.5,14.81
2015-06-17,64.011,72.5715,64.28,72.34,14.5
2015-06-18,63.577,72.223,63.85,72.8,13.19
2015-06-19,63.5,72.092,63.62,71.89,13.96
2015-06-22,63.523,72.042,63.58,72.15,12.74
2015-06-23,63.607,71.0485,63.63,71.37,12.11
2015-06-24,63.526,71.1805,63.65,71.28,13.26
2015-06-25,63.518,71.169,63.6,71.25,14.01
2015-06-26,63.452,70.851,63.6,71.23,14.02
2015-06-29,63.707,71.5815,64.24,71.38,18.85
2015-06-30,63.604,70.839,64.01,71.53,18.23
2015-07-01,63.55,70.245,63.93,71.0,16.09
2015-07-02,63.299,70.1635,63.81,70.66,16.79
2015-07-03,63.411,70.4755,63.73,70.75,16.79
2015-07-06,63.264,69.951,63.7,70.25,17.01
2015-07-07,63.476,69.903,63.72,69.88,16.09
2015-07-08,63.459,70.3065,63.83,70.28,19.66
2015-07-09,63.318,69.894,63.62,70.29,19.97
2015-07-10,63.358,70.736,63.57,71.19,16.83
2015-07-13,63.45,69.8175,63.71,70.53,13.9
2015-07-14,63.281,69.682,63.59,70.11,13.37
2015-07-15,63.507,69.5305,63.59,70.07,13.23
2015-07-16,63.463,69.0185,63.65,69.31,12.11
2015-07-17,63.492,68.752,63.56,69.19,11.95
2015-07-20,63.6,68.8595,63.75,69.1,12.25
2015-07-21,63.583,69.5405,63.65,69.18,12.22
2015-07-22,63.571,69.5055,63.66,69.61,12.12
2015-07-23,63.921,70.2015,63.82,70.18,12.64
2015-07-24,64.106,70.414,64.06,70.16,13.74
2015-07-27,64.202,71.223,64.22,71.1,15.6
2015-07-28,63.799,70.5615,63.92,70.51,13.44
2015-07-29,63.821,70.114,63.89,70.63,12.5
2015-07-30,64.138,70.1215,64.37,70.54,12.13
2015-07-31,63.988,70.31,64.49,70.74,12.12
2015-08-03,64.177,70.2765,64.36,70.51,12.56
2015-08-04,63.798,69.425,64.05,70.32,13.0
2015-08-05,63.692,69.4625,64.03,69.58,12.51
2015-08-06,63.722,69.6165,64.02,69.81,13.77
2015-08-07,63.739,69.9125,64.06,70.02,13.39
2015-08-10,63.773,70.2745,64.11,70.12,12.23
2015-08-11,64.332,71.026,64.44,71.09,13.71
2015-08-12,64.855,72.3555,64.98,72.41,13.61
2015-08-13,65.203,72.6945,65.36,72.63,13.49
2015-08-14,65.129,72.335,65.14,72.81,12.83
2015-08-17,65.436,72.4905,65.48,72.56,13.02
2015-08-19,65.109,72.3985,65.35,72.09,15.25
2015-08-20,65.433,73.5565,65.64,73.32,19.14
2015-08-21,66.034,75.209,65.94,74.37,28.03
2015-08-24,66.814,77.6515,66.75,76.64,40.74
2015-08-25,66.28,76.3385,66.1,75.92,36.02
2015-08-26,66.004,74.6835,66.19,75.55,30.32
2015-08-27,65.968,74.1845,66.06,74.97,26.1
2015-08-28,66.15,73.9525,66.51,74.95,26.05
2015-08-31,66.412,74.4785,66.83,74.89,28.43
2015-09-01,66.383,75.1095,66.58,74.97,31.4
2015-09-02,66.202,74.325,66.54,74.94,26.09
2015-09-03,66.1,73.5265,66.52,74.66,25.61
2015-09-04,66.685,74.334,66.77,74.36,27.8
2015-09-07,66.886,74.6945,67.12,74.83,27.8
2015-09-08,66.294,74.2455,66.8,74.53,24.9
2015-09-09,66.619,74.6465,66.67,74.33,26.23
2015-09-10,66.299,74.7815,66.65,74.56,24.37
2015-09-11,66.241,75.114,66.75,75.17,23.2
2015-09-14,66.261,75.011,66.51,75.25,24.25
2015-09-15,66.447,74.8625,66.52,75.23,22.54
2015-09-16,66.219,74.7575,66.56,74.66,21.35
2015-09-18,65.868,74.4675,65.82,75.22,22.28
2015-09-21,65.691,73.505,65.82,74.17,20.14
2015-09-22,65.91,73.291,65.96,73.65,22.44
2015-09-23,66.184,74.037,66.04,73.72,22.13
2015-09-24,66.11,74.241,66.21,74.42,23.47
2015-09-28,66.267,74.521,66.08,73.81,27.63
2015-09-29,65.837,74.0605,66.3,74.44,26.83
2015-09-30,65.517,73.228,65.9,73.89,24.5
2015-10-01,65.631,73.48,65.82,73.39,22.55
2015-10-05,65.134,72.8555,65.55,73.63,19.54
2015-10-06,65.129,73.41,65.67,73.67,19.4
2015-10-07,64.907,72.9255,65.22,73.43,18.4
2015-10-08,64.819,73.109,65.3,73.74,17.42
2015-10-09,64.78,73.577,64.93,73.81,17.08
2015-10-12,64.795,73.578,64.97,73.88,16.17
2015-10-13,65.098,74.0885,65.34,74.35,17.67
2015-10-14,64.736,74.2745,65.18,74.3,18.03
2015-10-15,64.779,73.738,64.94,74.25,16.05
2015-10-16,64.703,73.4155,64.94,73.74,15.05
2015-10-19,64.919,73.5175,64.88,73.5,14.98
2015-10-20,65.024,73.7825,65.11,74.08,15.75
2015-10-21,65.146,73.869,65.18,74.02,16.7
2015-10-23,64.892,71.4955,64.86,71.96,14.46
2015-10-26,64.921,71.7795,64.95,71.67,15.29
2015-10-27,65.112,71.939,64.98,71.87,15.43
2015-10-28,64.954,70.9325,65.04,71.75,14.33
2015-10-29,65.449,71.84,65.61,71.99,14.61
2015-10-30,65.423,72.001,65.61,72.28,15.07
2015-11-02,65.561,72.2325,65.9,72.62,14.15
2015-11-03,65.569,71.913,65.94,72.39,14.54
2015-11-04,65.609,71.291,65.78,71.86,15.51
2015-11-05,65.86,71.682,66.0,71.69,15.05
2015-11-06,66.14,71.041,66.01,71.82,14.33
2015-11-09,66.475,71.457,66.65,71.82,16.52
2015-11-10,66.2,70.99,66.53,71.46,15.29
2015-11-11,66.07,70.9855,66.25,71.02,16.06
2015-11-13,66.059,71.208,66.28,71.53,20.08
2015-11-16,65.886,70.4085,66.14,71.04,18.16
2015-11-17,65.981,70.2335,66.17,70.65,18.84
2015-11-18,66.033,70.3875,66.41,70.86,16.85
2015-11-19,66.09,70.941,66.27,70.97,16.99
2015-11-20,66.058,70.3255,66.23,70.89,15.47
2015-11-23,66.395,70.618,66.46,70.69,15.62
2015-11-24,66.262,70.5095,66.34,70.71,15.93
2015-11-26,66.565,70.6255,66.55,70.7,15.93
2015-11-27,66.907,70.875,67.08,71.08,15.12
2015-11-30,66.462,70.2145,66.97,70.84,16.13
2015-12-01,66.434,70.629,66.82,70.84,14.67
2015-12-02,66.591,70.686,66.91,70.91,15.91
2015-12-03,66.79,73.0515,66.91,70.7,18.11
2015-12-04,66.643,72.5505,66.98,72.82,14.81
2015-12-07,66.773,72.3515,66.96,72.44,15.84
2015-12-08,66.857,72.831,67.05,72.74,17.6
2015-12-09,66.855,73.711,67.06,73.28,19.61
2015-12-10,66.756,73.035,66.93,73.25,19.34
2015-12-11,67.148,73.793,67.06,73.52,24.39
2015-12-14,67.093,73.7485,67.23,73.7,22.73
2015-12-15,66.863,73.0645,67.1,73.85,20.95
2015-12-16,66.476,72.5415,66.86,73.03,17.86
2015-12-17,66.421,71.904,66.53,72.19,18.94
2015-12-18,66.255,72.006,66.47,71.95,20.7
2015-12-21,66.251,72.3095,66.38,72.16,18.7
2015-12-22,66.244,72.5665,66.33,72.53,16.6
2015-12-23,66.037,72.043,66.22,72.39,15.57
2015-12-28,66.137,72.539,66.17,72.73,16.91
2015-12-29,66.235,72.3125,66.37,72.85,16.08
2015-12-30,66.475,72.674,66.63,72.8,17.29
2015-12-31,66.208,71.9055,66.39,72.49,18.21
2016-01-01,66.235,71.931,66.4,72.23,18.21
2016-01-04,66.579,72.1155,66.83,72.93,20.7
2016-01-05,66.481,71.4535,66.82,71.99,19.34
2016-01-06,66.698,71.9075,67.01,72.03,20.59
2016-01-07,66.891,73.149,67.08,72.86,24.99
2016-01-08,66.847,73.074,66.83,72.69,27.01
2016-01-11,66.76,72.5015,66.97,72.69,24.3
2016-01-12,66.946,72.6905,67.02,72.78,22.47
2016-01-13,66.917,72.7865,66.97,72.51,25.22
2016-01-14,67.316,73.142,67.38,73.65,23.95
2016-01-15,67.775,73.9895,67.72,73.88,27.02
2016-01-18,67.661,73.7,67.78,73.88,27.02
2016-01-19,67.734,73.8875,67.72,73.59,26.05
2016-01-20,67.958,74.0125,68.05,74.28,27.59
2016-01-21,67.799,73.7255,68.03,74.16,26.69
2016-01-22,67.549,72.9325,67.63,73.31,22.34
2016-01-25,67.755,73.5075,67.81,73.39,24.15
2016-01-27,68.144,74.2285,67.98,73.81,23.11
2016-01-28,68.053,74.4425,68.53,74.74,22.42
2016-01-29,67.878,73.5555,68.1,74.29,20.2
2016-02-01,67.835,73.862,68.13,74.0,19.98
2016-02-02,67.975,74.2215,68.27,74.5,21.98
2016-02-03,67.934,75.4345,68.37,74.69,21.65
2016-02-04,67.544,75.704,67.83,75.8,21.84
2016-02-05,67.81,75.6685,67.88,75.97,23.38
2016-02-08,68.034,76.181,68.17,75.87,26.0
2016-02-09,67.901,76.68,68.13,76.35,26.54
2016-02-10,67.861,76.615,68.05,76.58,26.29
2016-02-11,68.471,77.536,68.47,77.45,28.14
2016-02-12,68.118,76.7045,68.38,77.14,25.4
2016-02-15,68.131,76.0005,68.17,76.38,25.4
2016-02-16,68.474,76.307,68.53,76.58,24.11
2016-02-17,68.329,76.036,68.53,76.28,22.31
2016-02-18,68.542,76.1295,68.55,76.2,21.64
2016-02-22,68.533,75.5885,68.66,75.93,19.38
2016-02-23,68.561,75.558,68.63,75.52,20.98
2016-02-24,68.431,75.3635,68.61,75.31,20.72
2016-02-25,68.768,75.806,68.6,75.68,19.11
2016-02-26,68.737,75.1575,69.06,76.08,19.81
2016-02-29,68.208,74.1625,68.77,74.92,20.55
2016-03-01,67.753,73.6275,68.22,74.14,17.7
2016-03-02,67.395,73.2455,67.87,73.75,17.09
2016-03-03,67.122,73.5555,67.59,73.54,16.7
2016-03-04,66.938,73.658,67.37,74.03,16.86
2016-03-08,67.313,74.097,67.66,74.52,18.67
2016-03-09,67.128,73.8695,67.47,73.99,18.34
2016-03-10,67.302,75.246,67.28,73.83,18.05
2016-03-11,66.921,74.6235,67.27,74.61,16.5
2016-03-14,67.138,74.5635,67.31,74.8,16.92
2016-03-15,67.372,74.843,67.57,74.96,16.84
2016-03-16,67.173,75.4015,67.42,74.75,14.99
2016-03-17,66.619,75.4065,66.83,75.62,14.44
2016-03-18,66.384,74.8145,66.6,75.08,14.02
2016-03-21,66.5,74.7525,66.58,75.08,13.79
2016-03-22,66.755,74.8795,66.73,74.82,14.17
2016-03-23,66.93,74.855,66.67,74.66,14.94
2016-03-28,66.608,74.5745,66.58,74.33,15.24
2016-03-29,66.375,74.9445,66.56,74.47,13.82
2016-03-30,66.375,75.256,66.63,75.52,13.56
2016-03-31,66.255,75.398,66.5,75.72,13.95
2016-04-04,66.106,75.308,66.48,75.58,14.12
2016-04-05,66.422,75.6145,66.72,75.81,15.42
2016-04-06,66.517,75.823,66.86,75.88,14.09
2016-04-07,66.757,75.949,66.7,75.98,16.16
2016-04-11,66.287,75.6205,66.64,75.98,16.26
2016-04-12,66.283,75.4695,66.56,75.94,14.85
2016-04-13,66.496,74.968,66.72,75.45,13.84
2016-04-18,66.416,75.1435,66.64,75.38,13.35
2016-04-20,66.166,74.7475,66.29,75.39,13.28
2016-04-21,66.489,75.0535,66.42,75.2,13.95
2016-04-22,66.66,74.8825,66.53,75.03,13.22
2016-04-25,66.685,75.1405,66.65,75.02,14.08
2016-04-26,66.404,75.0265,66.53,75.05,13.96
2016-04-27,66.362,75.132,66.55,75.18,13.77
2016-04-28,66.401,75.385,66.89,75.89,15.22
2016-04-29,66.425,76.0965,66.67,75.97,15.7
2016-05-02,66.346,76.524,66.77,76.61,14.68
2016-05-03,66.558,76.522,66.75,77.29,15.6
2016-05-04,66.627,76.534,66.89,76.86,16.05
2016-05-05,66.558,75.909,66.81,76.32,15.91
2016-05-06,66.6,75.9575,66.81,76.36,14.72
2016-05-09,66.752,75.9835,66.79,76.06,14.57
2016-05-10,66.631,75.773,66.88,76.05,13.63
2016-05-11,66.561,76.0425,66.81,76.17,14.69
2016-05-12,66.757,75.949,66.81,76.18,14.41
2016-05-13,66.855,75.593,66.94,76.0,15.04
2016-05-16,66.844,75.664,66.97,75.84,14.68
2016-05-17,66.825,75.6055,66.99,75.87,15.57
2016-05-18,67.14,75.3115,67.1,75.75,15.95
2016-05-19,67.436,75.5485,67.45,75.64,16.33
2016-05-20,67.408,75.659,67.56,75.83,15.2
2016-05-23,67.409,75.6265,67.56,75.77,15.82
2016-05-24,67.63,75.347,67.78,75.83,14.42
2016-05-25,67.273,75.043,67.42,75.17,13.9
2016-05-26,66.927,74.9175,67.17,75.12,13.43
2016-05-27,67.031,74.505,67.06,75.09,13.12
2016-05-30,67.171,74.872,67.52,75.33,13.12
2016-05-31,67.209,74.8165,67.6,75.56,14.19
2016-06-01,67.434,75.4515,67.77,75.73,14.2
2016-06-02,67.268,75.0105,67.59,75.77,13.63
2016-06-03,67.0,76.1585,67.55,75.35,13.47
2016-06-06,66.79,75.8365,67.25,76.31,13.65
2016-06-07,66.658,75.7105,66.98,76.09,14.05
2016-06-08,66.5,75.77,66.85,76.1,14.08
2016-06-09,66.753,75.5375,66.92,75.93,14.64
2016-06-10,66.952,75.328,66.94,75.68,17.03
2016-06-13,67.187,75.867,67.29,75.87,20.97
2016-06-14,67.292,75.4215,67.43,75.74,20.5
2016-06-15,67.079,75.527,67.28,75.59,20.14
2016-06-16,67.315,75.5675,67.42,75.48,19.37
2016-06-17,67.074,75.639,67.17,75.7,19.41
2016-06-20,67.551,76.427,67.4,76.41,18.37
2016-06-21,67.624,76.019,67.58,76.56,18.48
2016-06-22,67.449,76.1975,67.52,76.3,21.17
2016-06-23,67.279,76.621,67.28,76.63,17.25
2016-06-24,67.885,75.4675,67.98,75.27,25.76
2016-06-27,67.914,74.865,67.97,74.86,23.85
2016-06-28,67.715,74.937,67.89,75.06,18.75
2016-06-29,67.422,75.0065,68.0,75.39,16.64
2016-06-30,67.504,74.966,67.77,75.53,15.63
2016-07-01,67.19,74.8225,67.61,75.2,14.77
2016-07-04,67.265,75.0375,67.5,75.13,14.77
2016-07-05,67.434,74.69,67.7,75.5,15.58
2016-07-07,67.495,74.67,67.59,74.89,14.76
2016-07-08,67.139,74.219,67.54,74.75,13.2
2016-07-11,67.138,74.2405,67.3,74.38,13.54
2016-07-12,66.975,74.071,67.32,74.65,13.55
2016-07-13,67.016,74.3205,67.18,74.45,13.04
2016-07-14,66.843,74.3295,67.03,74.6,12.82
2016-07-15,67.141,74.0965,67.16,74.81,12.67
2016-07-18,67.137,74.347,67.28,74.39,12.44
2016-07-19,67.204,74.0725,67.19,74.32,11.97
2016-07-20,67.163,73.9805,67.27,74.11,11.77
2016-07-21,67.153,74.0365,67.22,74.09,12.74
2016-07-22,67.154,73.705,67.11,73.97,12.02
2016-07-25,67.412,74.113,67.34,74.01,12.87
2016-07-26,67.321,73.969,67.28,74.04,13.05
2016-07-27,67.072,74.1715,67.24,73.89,12.83
2016-07-28,67.014,74.221,67.38,74.73,12.72
2016-07-29,66.655,74.4805,67.29,74.83,11.87
2016-08-01,66.764,74.5255,67.05,74.92,12.44
2016-08-02,66.682,74.867,67.03,75.08,13.37
2016-08-03,66.767,74.4385,67.26,75.39,12.86
2016-08-04,66.84,74.3865,67.19,74.84,12.42
2016-08-05,66.842,74.0975,67.0,74.8,11.39
2016-08-08,66.81,74.109,67.06,74.36,11.5
2016-08-09,66.774,74.25,67.07,74.38,11.66
2016-08-10,66.765,74.62,66.88,74.84,12.05
2016-08-11,66.75,74.3405,66.98,74.7,11.68
2016-08-12,66.908,74.6755,67.0,74.75,11.55
2016-08-16,66.87,75.423,66.86,75.5,12.64
2016-08-18,66.83,75.8785,66.9,75.73,11.43
2016-08-19,67.137,76.0395,67.13,76.01,11.34
2016-08-22,67.202,76.063,67.27,75.97,12.27
2016-08-23,67.122,75.878,67.11,76.06,12.38
2016-08-24,67.167,75.654,67.17,75.71,13.45
2016-08-25,67.016,75.614,67.06,75.67,13.63
2016-08-26,67.136,75.1795,67.06,75.68,13.65
2016-08-29,67.113,75.093,67.18,75.18,12.94
2016-08-30,67.144,74.819,67.35,75.26,13.12
2016-08-31,66.973,74.7355,67.27,74.98,13.42
2016-09-01,66.801,74.797,67.23,75.05,13.48
2016-09-02,66.795,74.5165,67.08,75.11,11.98
2016-09-06,66.28,74.6015,66.73,74.6,12.02
2016-09-07,66.478,74.7345,66.57,74.94,11.94
2016-09-08,66.631,75.0325,66.59,75.22,12.51
2016-09-09,66.895,75.1395,66.87,75.38,17.5
2016-09-12,66.738,74.9735,67.05,75.27,15.16
2016-09-14,66.798,75.147,67.04,75.3,18.14
2016-09-15,66.86,75.174,67.13,75.44,16.3
2016-09-16,67.075,74.839,67.11,75.32,15.37
2016-09-19,66.98,74.8465,67.07,74.91,15.53
2016-09-20,66.985,74.715,67.11,75.06,15.92
2016-09-21,66.744,74.6795,67.08,74.8,13.3
2016-09-22,66.633,74.6795,66.72,74.97,12.02
2016-09-23,66.707,74.885,66.68,74.8,12.29
2016-09-26,66.613,74.966,66.65,74.96,14.5
2016-09-27,66.425,74.4955,66.49,74.75,13.1
2016-09-28,66.349,74.4165,66.45,74.46,12.39
2016-09-29,66.812,74.9835,67.13,75.38,14.02
2016-09-30,66.556,74.8155,66.88,74.79,13.29
2016-10-03,66.546,74.6045,66.82,75.15,13.57
2016-10-04,66.609,74.6355,66.72,74.62,13.63
2016-10-05,66.572,74.5975,66.74,74.98,12.99
2016-10-06,66.697,74.3705,66.84,74.84,12.84
2016-10-07,66.602,74.6005,66.86,74.54,13.48
2016-10-10,66.492,74.059,66.67,74.49,13.38
2016-10-13,66.794,73.8515,67.02,73.97,16.69
2016-10-14,66.717,73.1955,66.81,73.66,16.12
2016-10-17,66.789,73.4645,66.95,73.66,16.21
2016-10-18,66.733,73.2755,66.79,73.55,15.28
2016-10-19,66.645,73.137,66.75,73.35,14.41
2016-10-20,66.83,73.045,66.83,73.44,13.75
2016-10-21,66.926,72.8415,66.9,72.9,13.34
2016-10-24,66.845,72.737,66.86,72.9,13.02
2016-10-25,66.806,72.7385,66.84,72.78,13.46
2016-10-26,66.863,72.9405,66.76,72.82,14.24
2016-10-27,66.881,72.88,67.15,73.44,15.36
2016-10-28,66.778,73.369,67.06,73.29,16.19
2016-11-01,66.696,73.735,66.98,73.75,18.56
2016-11-02,66.762,74.0885,66.98,74.27,19.32
2016-11-03,66.668,74.0385,66.97,74.22,22.08
2016-11-04,66.796,74.4165,66.93,74.31,22.51
2016-11-07,66.745,73.69,66.93,74.11,18.71
2016-11-08,66.246,73.0425,66.81,73.86,18.74
2016-11-09,66.515,72.5645,66.59,73.98,14.38
2016-11-10,66.865,72.8365,66.75,72.81,14.74
2016-11-11,67.565,73.3485,67.34,73.25,14.17
2016-11-15,67.786,72.676,67.77,73.05,13.37
2016-11-16,67.999,72.6975,68.02,72.84,13.72
2016-11-17,68.023,72.282,67.92,72.94,13.35
2016-11-18,68.191,72.2,68.17,72.42,12.85
2016-11-21,68.228,72.5225,68.15,72.44,12.42
2016-11-22,68.396,72.6835,68.22,72.58,12.41
2016-11-23,68.784,72.6015,68.56,72.89,12.43
2016-11-24,68.761,72.57,68.7,72.68,12.43
2016-11-25,68.519,72.5405,68.43,72.53,12.34
2016-11-28,68.579,72.794,68.72,73.18,13.15
2016-11-29,68.615,73.0685,68.83,73.04,12.9
2016-11-30,68.598,72.6315,68.56,73.17,13.33
2016-12-01,68.236,72.7525,68.49,72.83,14.07
2016-12-02,68.031,72.6055,68.37,72.83,14.12
2016-12-05,68.025,73.222,68.36,73.12,12.14
2016-12-06,67.742,72.6055,68.03,73.3,11.79
2016-12-07,67.438,72.5155,67.8,72.74,12.22
2016-12-08,67.546,71.703,67.44,72.81,12.64
2016-12-09,67.47,71.262,67.52,71.69,11.75
2016-12-13,67.411,71.637,67.58,71.81,12.72
2016-12-14,67.475,71.0955,67.53,71.94,13.19
2016-12-15,67.857,70.666,67.89,71.07,12.79
2016-12-16,67.855,70.9155,67.81,70.99,12.2
2016-12-19,67.844,70.574,67.89,70.95,11.71
2016-12-20,67.917,70.5515,68.08,70.74,11.45
2016-12-21,67.837,70.7165,67.94,70.76,11.27
2016-12-22,67.848,70.8055,67.99,71.22,11.43
2016-12-23,67.837,70.9335,67.8,70.89,11.44
2016-12-26,67.76,70.85,67.73,70.85,11.44
2016-12-27,67.978,71.084,68.02,71.13,11.99
2016-12-28,68.233,71.0505,68.22,71.45,12.95
2016-12-29,67.935,71.2745,68.27,71.58,13.37
2016-12-30,67.955,71.461,68.1,71.93,14.04
2017-01-02,68.145,71.2765,68.38,71.74,14.04
2017-01-03,68.26,71.0315,68.48,71.28,12.85
2017-01-04,67.886,71.205,68.22,71.35,11.85
2017-01-05,67.743,71.8545,68.11,71.54,11.67
2017-01-06,68.115,71.7455,68.11,72.2,11.32
2017-01-09,68.1,72.0095,68.38,72.0,11.56
2017-01-10,68.327,72.1195,68.33,72.38,11.49
2017-01-11,68.312,72.291,68.46,72.08,11.26
2017-01-12,68.141,72.3145,68.2,72.59,11.54
2017-01-13,68.18,72.571,68.28,72.75,11.23
2017-01-16,68.103,72.209,68.21,72.28,11.23
2017-01-17,67.862,72.7035,68.05,72.77,11.87
2017-01-18,68.22,72.5215,68.14,72.81,12.48
2017-01-19,68.1,72.622,68.19,72.7,12.78
2017-01-20,68.075,72.861,68.23,72.57,11.54
2017-01-23,68.051,73.256,68.23,73.22,11.77
2017-01-24,68.138,73.1185,68.18,73.17,11.07
2017-01-25,67.988,73.073,68.07,73.2,10.81
2017-01-27,68.105,72.8655,68.2,72.75,10.58
2017-01-30,67.829,72.5395,68.17,72.96,11.88
2017-01-31,67.515,72.9025,68.06,72.92,11.99
2017-02-01,67.415,72.599,67.7,73.16,11.81
2017-02-02,67.21,72.308,67.56,73.04,11.93
2017-02-03,67.184,72.451,67.47,72.52,10.97
2017-02-06,67.195,72.2345,67.35,72.42,11.37
2017-02-07,67.35,71.95,67.54,72.12,11.29
2017-02-08,67.05,71.7365,67.37,71.81,11.45
2017-02-09,66.765,71.145,67.01,71.7,10.88
2017-02-10,66.854,71.139,66.98,71.38,10.85
2017-02-13,66.975,70.98,67.11,71.5,11.07
2017-02-14,66.835,70.695,67.03,71.27,10.74
2017-02-15,66.875,70.8945,66.97,70.73,11.97
2017-02-16,67.08,71.598,67.11,71.36,11.76
2017-02-17,67.08,71.1985,67.09,71.48,11.49
2017-02-20,66.905,71.0095,66.96,71.15,11.49
2017-02-22,66.95,70.6725,66.99,70.41,11.74
2017-02-23,66.69,70.5715,66.84,70.54,11.71
2017-02-27,66.7,70.615,66.97,71.0,12.09
2017-02-28,66.725,70.575,66.94,71.06,12.92
2017-03-01,66.865,70.5255,67.04,70.78,12.54
2017-03-02,66.785,70.1675,66.91,70.54,11.81
2017-03-03,66.78,70.9405,67.0,70.74,10.96
2017-03-06,66.675,70.552,66.9,70.93,11.24
